name,distance,time,elevation_gain,moving_time,average_heartrate,max_heartrate
Started off kind of sore but had a second wind 🌬️🍃💨,6.883361526700001,2021-10-11T23:00:33Z,83.1,2972,155,172
✅ Little Island,7.0365294782,2021-10-10T23:13:40Z,9,3170,154.2,176
First long one in a while,10.574678089299999,2021-10-09T17:32:21Z,20,4586,160.9,181
Morning runs take discipline 😑,4.2027048956,2021-10-07T12:26:18Z,10,1888,147.9,166
Signed up for a half in Phoenix for Thanksgiving,6.0064827715,2021-10-06T22:06:17Z,7,2487,147.3,169
Creative route 📍,5.2910362021,2021-10-04T23:34:27Z,53.8,2479,147.6,171
Warm down for 30 miles this week. ,1.2877292604000001,2021-10-03T20:31:20Z,3,623,149.6,161
Ran in the bike lane...too many tourists on the walkers path 🧎🏃,6.5577009856,2021-10-03T19:41:48Z,14,2697,158.3,192
Felt good to hit a good stride again ,5.036087680800001,2021-10-02T21:40:33Z,4,2064,158.7,192
Been a while since I ran in the morning ,6.0278579339,2021-09-30T10:46:09Z,63.4,2658,154.2,169
Post lift run,4.1751160232,2021-09-28T23:13:28Z,8,2011,158.2,172
It's been a while bridle path loop,7.1218437165,2021-09-28T00:06:56Z,90.3,3004,142,159
Feeling like frogger 🐸 🚗,6.2355201221000005,2021-09-25T22:30:07Z,60,2864,140.3,158
Good run,4.0953941239,2021-09-24T21:30:25Z,7,1803,153.6,178
Still not ideal running weather,7.1143251274,2021-09-23T00:02:24Z,6,3178,165.4,180
Been a while since I ran Central Park,5.5964400486,2021-09-21T23:20:45Z,64,2434,167,188
A beautiful day ,5.007691026100001,2021-09-20T23:05:59Z,6,2180,152.7,176
Afternoon Run,4.2654012295,2021-09-17T21:08:51Z,5,1928,151.1,171
Onto my 4th pair of Skechers,6.2227198795000005,2021-09-16T22:52:15Z,4,2796,149.1,167
Finding my endurance again 😟,5.311479308,2021-09-15T23:15:58Z,4,2404,150,166
Recovery Run,3.1122609277,2021-09-14T23:16:18Z,9,1423,149.9,171
Afternoon Run,4.0031205303999995,2021-09-11T19:17:29Z,8,1860,158,175
Great weather for a run 🌅,4.6121883846000005,2021-09-10T22:58:47Z,27.9,1924,154.4,166
Stretching maintenance strength,0,2021-09-10T16:30:51Z,0,1800,,
Leg fatigue 🦵💀,6.5430987671,2021-09-09T23:32:08Z,4,3002,161.6,179
400 miles in the Brooks Ghost! Super Sturdy Shoes 👟,7.2674930789,2021-09-08T23:10:34Z,80.7,3254,168.3,188
Cardio labor for labor day,6.5004105793999996,2021-09-06T15:21:59Z,13,3019,161.1,176
Mucho Hungover,4.0055438773,2021-09-04T20:15:02Z,7,1887,154.6,166
Basketball + 1 easy mile on TM,0.9999723503,2021-09-03T21:30:27Z,0,504,,
Finishing off my 10 mile tempo after a water break,3.0053851156999998,2021-09-03T13:45:24Z,6,1226,160.2,180
Was supposed to be 10 tempo but legs were hurting,7.1873362199,2021-09-03T12:44:23Z,9,2897,150.4,166
Getting a run in before the storm,7.0736253269,2021-09-01T19:23:44Z,7,3064,156.3,170
It counts for something. Running back from the subway,0.9999723503,2021-09-01T01:47:09Z,0,540,,
Wanted to get a hour run in today but felt dehydrated,5.0230388898000005,2021-08-31T21:29:32Z,44,2292,155.1,174
First 20 mile run 🐫,20.0156647891,2021-08-29T16:37:32Z,43,8929,157.5,180
Ez 7 🎰,7.1811225099,2021-08-28T21:00:51Z,10,3400,149.3,159
Tm easy 2,2.0999854316,2021-08-27T15:54:29Z,0,1043,,
Running with Val,1.7973156175,2021-08-27T01:54:58Z,14,1168,137.3,150
Flirting with heatstroke,6.5838607047,2021-08-27T00:43:13Z,60,3074,156.1,176
Steady & Humid effort,7.240836263,2021-08-26T00:29:57Z,7,3218,156.2,170
Wd,1.3998245888,2021-08-25T01:32:29Z,11,658,169.7,183
Humidity and Taco Bell made this run miserable,6.0053021666,2021-08-25T00:45:46Z,71,2462,169.3,192
Getting that 50 MPW in 🏃🦿,5.3020344688,2021-08-22T16:11:11Z,0,2627,135.1,148
Citi Bike,4.8767060193,2021-08-22T06:24:22Z,16.1,2145,,
💦summer of sweat ♨️💦,16.4969029532,2021-08-21T13:05:07Z,26,7789,166.7,186
Peloton instructor vibes,2.8443257525,2021-08-20T15:30:45Z,36.6,1647,,
Gym was too hot today,5.0115435263000006,2021-08-19T20:49:07Z,0,2671,144.2,158
Mucky midweek miles,10.0151956409,2021-08-18T21:39:41Z,23.7,4435,169.2,191
Tired 😴😔,6.2115352015,2021-08-17T22:38:49Z,6,2884,150,174
EZ run,4.2028913069,2021-08-16T21:27:42Z,9,2038,144.6,155
🐫🐪 long run 🏃🇰🇪,18.0237979115,2021-08-15T11:08:51Z,38,7785,160,178
Heat shock proteins,6.530982032600001,2021-08-14T15:12:37Z,15.9,3166,158.1,173
Treadmill sesh,5.013842599,2021-08-13T19:14:26Z,0,2492,132.1,147
Sweat therapy 💦,7.621550274700001,2021-08-12T23:26:28Z,11,3429,163.4,182
🏃💨⛈️⛈️,1.7292133559,2021-08-11T23:46:58Z,12,876,167.4,182
Hot as hell,6.032393942200001,2021-08-11T22:51:48Z,53,2830,163,190
Country music cardio sesh 🏃🎶,6.013628538,2021-08-09T23:41:26Z,2,2827,157,172
Long run part 2: free yerba mate,4.0189033538,2021-08-08T16:29:58Z,4,1877,161.1,181
Took a water break.... 4 more miles to go 🥲,12.3860988285,2021-08-08T14:41:05Z,196.6,5570,159.3,190
Citi Biking back from a fun night in West Village,3.1980722628000002,2021-08-08T03:32:26Z,1,1418,116.9,136
Easy 1000,0.5681816424,2021-08-07T19:47:10Z,0,710,,
Meeting homies for dinner sweaty af,5.0154581636,2021-08-06T22:12:22Z,49,2292,158.6,179
Gos fuckup,0.6932014876,2021-08-06T22:04:25Z,15.6,274,148.4,162
Sunsets Cardio FITNESS 🌇 🫀🏃,7.7052489483999995,2021-08-05T23:33:44Z,64,3546,159.1,180
Ez treadmill run 🫀,4.0174120634,2021-08-04T21:58:56Z,0,2110,134.8,147
Steady,2.501639646,2021-08-04T00:46:14Z,23,1128,151.7,167
Tempo on tired legs 🍗,4.3809140984,2021-08-04T00:08:25Z,45,1797,163.7,182
🫀 45 min EZ 🫀,5.5193279075,2021-08-02T21:05:06Z,5,2703,150.9,163
Citi bike 🚲,0.8756981503,2021-08-01T19:14:15Z,3.7,393,,
Long run 🐫🐪,14.1000264578,2021-08-01T15:11:19Z,34,6296,162.4,186
Out of swimming shape 😵,0.5681816424,2021-07-31T17:03:06Z,0,674,,
Citi Bike: First bike ride on Strava,1.7994282789,2021-07-31T04:37:42Z,8.4,962,,
Good weather Good Vibes!! 🌇,5.1961528504,2021-07-30T22:18:26Z,12,2394,154.9,170
Easy 45 min Treadmill Run,5.2666784588999995,2021-07-29T23:07:22Z,0,2702,138.2,147
EZ run,4.1979203388999995,2021-07-28T21:21:07Z,7,1948,160.1,176
Wd,1.0001587616,2021-07-28T01:23:17Z,8.5,484,,
Easier weather....worth the wait,7.0208087918999995,2021-07-28T00:30:38Z,69,2897,165.3,184
Got hungry during my easy run 😔,3.6322863176,2021-07-26T22:24:24Z,24,1726,156.6,170
Everything you want is on the other side of hard!!,10.6203488578,2021-07-25T21:19:08Z,83,4603,165.6,188
Met Bobby Bacala from The Sopranos during my run,4.0191519022,2021-07-24T18:00:57Z,10,1833,163.3,180
Beer run,5.0191242525,2021-07-23T22:17:24Z,10,2154,146.4,182
Smoggy 🏭,5.730283362,2021-07-22T00:31:26Z,6.6,2517,163.9,181
Treadmill Run with Garmin,4.0620886383000006,2021-07-20T21:04:18Z,0,2067,157.1,177
Steady pace but felt hard,6.211224516,2021-07-19T23:19:02Z,3,2808,167.5,183
Treadmill run,4.0000136754,2021-07-16T20:32:38Z,0,2128,,
Sweatbox ♨️💦,6.209546814299999,2021-07-15T23:58:29Z,3,2805,163.6,183
Moderate effort moderate weather high humidity,6.211845887,2021-07-13T23:05:08Z,10.4,2844,,
Clouds looking suss. Went for a treadmill sesh,4.0000136754,2021-07-12T23:35:23Z,0,2089,,
Weekend long run,10.0440893924,2021-07-11T15:22:17Z,89.6,4499,,
In between storms,5.0073182035,2021-07-09T22:04:46Z,13.2,2212,,
Longest treadmill run I've ever done,6.0000205131,2021-07-08T21:19:24Z,0,2784,,
Solid treadmill sesh,4.9999860257,2021-07-07T22:43:27Z,0,2367,,
Cooldown,1.0007801325999999,2021-07-03T21:38:51Z,13.3,506,,
Earned myself some Gatorades and bud lights,10.0368193517,2021-07-03T20:13:05Z,112.2,4090,,
Evening Run,1.0285554163,2021-07-02T00:02:19Z,4,536,,
Moist 💦🌧️,4.1170178347,2021-07-01T23:29:19Z,7.5,1890,,
Solid treadmill sesh,4.0000136754,2021-06-30T21:36:19Z,0,1849,,
Night Run,5.0041492114,2021-06-30T01:44:00Z,10.4,2334,,
💦A sweaty struggle ♨️🥵,5.1568200661,2021-06-28T23:27:46Z,10.5,2428,,
Ate night run,4.0032448046,2021-06-27T07:04:43Z,20.9,2112,,
Boston beach town vibe,5.0094308649,2021-06-26T16:23:09Z,24,2307,,
Appreciate the asphalt sidewalks,2.0857560357,2021-06-25T16:38:49Z,12,931,,
Boston with the bros,4.3151730466,2021-06-25T15:25:23Z,26.1,1927,,
🏃‍♂️Wednesday work 🏃‍♂️,10.0207258428,2021-06-23T23:09:11Z,17,4255,162.7,183
♨️💧crockpot Run,4.0087750065,2021-06-21T22:21:56Z,6,1850,168.3,185
Hot Yoga is cool but have you tried a Hot Tempo Run?,5.0242816318,2021-06-20T22:22:26Z,3,2044,169.5,186
Afternoon Run,4.2084836458999995,2021-06-18T20:46:26Z,7,1998,158.7,175
Ran/walked 79 miles to evolve this Pokemon in Pokemon Go,6.5642253811,2021-06-17T22:57:45Z,61,2836,154.1,170
5 steady miles 2 tempo (~6:40) 1 EZ,8.0109634804,2021-06-16T23:00:13Z,3,3500,150,171
Moist 🌦️🌡️,6.2252675006,2021-06-15T00:02:05Z,10.5,2773,,
Post lift cardio,6.017481038200001,2021-06-13T16:53:46Z,13.2,2829,,
Taking it ez on the way home,3.6944234176000004,2021-06-12T19:15:42Z,6,1789,150,164
Long run but stopped for a water break. Gonna run home later,8.2296239353,2021-06-12T17:54:19Z,19,3593,161.6,173
Legs are tired,3.2255989981,2021-06-10T23:11:29Z,28,1432,153.7,183
Meetup,2.1808879358,2021-06-10T22:42:42Z,25.9,1005,,
A movie was being filmed along my run route,6.283676374600001,2021-06-10T00:34:00Z,5,2943,160.1,174
Treadmill 4 miles,3.8593974181000004,2021-06-08T21:22:50Z,0,1977,150.2,165
Steam room run 🥵♨️🌡️,7.025344800200001,2021-06-07T22:01:59Z,61,3118,165.4,184
Sweat Therapy,4.8703680351,2021-06-06T23:20:34Z,1,2238,161.5,175
Base building. It hurt alot,11.5300360018,2021-06-05T10:52:03Z,13,5311,152.7,183
Rain cleared up but still 99% humidity,5.020118446100001,2021-06-04T22:22:08Z,9,2333,159.1,170
Row machine,1.1184678000000001,2021-06-03T22:10:33Z,0,606,,
Evening Run,2.0118750238,2021-06-02T22:39:32Z,1,952,163.4,184
Ran into my coworker and got some miles in,5.106426878,2021-06-02T21:53:47Z,9,2310,158.5,178
Hard volume 🥵,7.0114882269,2021-06-01T22:23:12Z,1,3141,167.4,179
🇺🇲Getting a run in between large Memorial Day meals,6.4710197311,2021-06-01T00:34:24Z,18,3077,157.4,171
Recovery Run Treadmill,3.100019919,2021-05-30T20:44:30Z,0,1803,,
Ez cooldown,2.0190829274,2021-05-29T21:21:50Z,3,995,155.3,176
Nothing cures a hangover like 10 miles in the rain,10.0182403588,2021-05-29T20:05:07Z,19,4218,157.4,174
Raining,4.2173692512,2021-05-28T21:33:52Z,13,1902,155.9,178
Group run!,5.0588919965,2021-05-27T22:52:14Z,52,2037,166,188
Meetup Run,2.573718682,2021-05-27T22:02:36Z,32,1089,155.2,172
First Novablast run,6.2152012904,2021-05-26T21:12:39Z,55,2691,164.1,186
Evening Cardio 🫀,7.3853050205,2021-05-25T23:04:03Z,7,3475,163.2,184
Post vax run,4.0189033538,2021-05-23T16:35:09Z,8,1772,163.8,187
Group run,3.2255989981,2021-05-20T23:12:48Z,15,1307,146.1,162
Meetup run,2.5177331549,2021-05-20T22:00:37Z,33,1102,161.6,185
Group run and workout in between,5.904080830700001,2021-05-19T23:12:25Z,5,2699,130.6,161
Evening Run,3.0198009229,2021-05-19T22:25:53Z,2,1416,156,169
Cooldown,1.5016051585999999,2021-05-18T23:24:37Z,5,739,132.8,154
Getting warm out ♨️,6.9991850811,2021-05-18T22:16:42Z,86,2959,162.1,188
NorCal long run,10.0069314066,2021-05-16T16:20:03Z,26,4720,135.1,156
NorCal Run. In town for my sisters graduation 🎓,7.0069522186,2021-05-15T23:57:35Z,9,3190,147.4,169
Just wanted to try running in 100+ degree weather,2.3974978664,2021-05-13T22:26:05Z,23,1170,157.5,176
Pokemon Go and jogging with the homies,3.2625084355,2021-05-13T01:33:19Z,8,1789,142.8,169
Afternoon Swim 🇺🇲,0.5681816424,2021-05-12T20:50:00Z,0,662,,
Hills of death 💀 Not used to it. Sore already,6.6289722392999995,2021-05-11T12:53:40Z,132.4,2727,138.7,162
Good loop recommendation from Strava,6.6486075629,2021-05-10T23:00:07Z,136.4,2893,141.2,165
Hello Arkansas 🐗,3.8780385481,2021-05-08T22:19:16Z,41,1907,148.9,168
Some tempo miles before my flight,10.006869269500001,2021-05-07T16:42:58Z,120.9,4044,147.7,169
Group run!,4.7543580694,2021-05-06T22:53:40Z,5,2078,147.8,164
Meetup run,2.7858547413999997,2021-05-06T22:03:07Z,41,1173,151.6,164
Ez run,4.201089331,2021-05-05T23:31:08Z,8,1994,154.3,171
Finishing up my run,3.0091754788,2021-05-04T22:31:30Z,16,1380,151.4,168
Fresh legs: felt good. Bad shape: died after 4 miles,4.0061031112,2021-05-04T21:57:00Z,43,1628,157.5,179
Feeling great 🌃,8.0034448913,2021-05-03T23:11:43Z,15,3596,142.3,166
90% 🔋,4.6796692752,2021-05-02T15:39:45Z,13.5,2096,,
Post haircut run 💈💇,3.7326377341000003,2021-05-01T16:06:34Z,0,1756,145.1,160
Evening Run,4.200530097100001,2021-04-30T22:34:48Z,7,2013,140.7,182
Baby steps,5.5071490358999995,2021-04-29T22:26:04Z,12,2422,164.3,184
Ankle sprain healed pretty fast 🏨 🐺,2.5030687993000003,2021-04-28T21:57:31Z,7,1168,159.9,174
🇺🇲🇺🇲🇻🇮Pats run missed a couple of turns and got lost. Almost bodied a couple ppl,3.9105362514,2021-04-24T15:05:36Z,12,1466,148,170
Running to Pats Run,3.037261448,2021-04-24T13:06:10Z,0,1381,,
🧫Post Vaccine Run😎,6.284546294,2021-04-23T22:31:37Z,12,3006,152.6,176
Evening Run,7.685613624799999,2021-04-22T22:50:37Z,79,3656,155.9,170
Need more hill runs ⛰️🌋🗻,5.7287299345000005,2021-04-20T23:59:05Z,56.7,2503,,
Sprinted up a hill and died,2.6974957852,2021-04-20T23:29:40Z,41.9,1170,,
Easy Evening Run,5.3664085044,2021-04-20T00:07:53Z,12.2,2536,,
Night run 🌃,4.1458494491,2021-04-19T01:06:35Z,13.2,2019,,
Warm down,1.5001760053000002,2021-04-17T21:12:12Z,6,886,133.6,155
Long workout,10.099142863,2021-04-17T19:09:46Z,18,4194,154.6,169
April Showers 🌁🌫️,4.5547115671,2021-04-16T22:28:03Z,6,2153,151.6,166
Cooldown,1.0111570283,2021-04-14T23:29:04Z,2,509,139.5,161
Rest day tomorrow is earned and not scheduled 💀,5.0146503813,2021-04-14T22:46:46Z,7,2018,158.9,183
1hr steady run,7.7546479429,2021-04-13T23:45:27Z,57,3611,148.5,162
🚶 Easy volume 🚶🧎,6.240304678799999,2021-04-12T22:30:01Z,17,3026,154,176
Recovery 🏩,4.0051710547,2021-04-11T18:11:44Z,1,1880,155.2,165
🏁Still a near death experience but felt better than last time,13.255148309099999,2021-04-10T12:19:41Z,61,5218,158.6,183
Evening Run,3.2389584746000004,2021-04-08T22:51:36Z,16,1584,159.7,168
Meetup run,2.2954687482,2021-04-08T21:52:28Z,35.9,1025,,
Columbus circle is a gps dead zone 🧭🚫,5.6519284788999995,2021-04-07T23:34:49Z,91.6,2458,152.1,167
Always a good day for a jog 🌄,4.6866907675,2021-04-06T21:32:52Z,13,2198,142.7,177
Progress! Adapting to the volume! Camel growing another hump 🐪🔜🐫,17.4110639684,2021-04-04T14:47:39Z,122,7918,152,168
Cardi0 🫀,7.0111775413999995,2021-04-03T21:25:51Z,11,3480,159.8,187
🐴Easy effort but feeling like a workhorse. 2nd workout of the day🐴,5.0048327195,2021-04-02T23:03:57Z,7,2306,153.9,180
Afternoon Swim,0.6818303983,2021-04-02T21:36:15Z,0,844,,
Legs felt good surprisingly,7.3584617933,2021-04-01T23:24:59Z,112.2,3196,149,165
Regular Exertion but Garmin had my HR super high 📈,6.0360600311,2021-03-31T21:04:44Z,9,2722,164.4,194
Afternoon Run,5.0249651399,2021-03-29T21:36:22Z,3,2088,154.1,174
Post lift run,2.1032786979,2021-03-28T19:32:06Z,23.8,1015,,
Afternoon Run,2.828480792,2021-03-27T18:06:37Z,31,1672,145.8,169
Long Run 🐫🐪,15.1460423992,2021-03-27T15:20:56Z,169,7480,155.6,181
Nice weather for an easy hour effort,7.3114240086,2021-03-26T21:55:24Z,34,3605,154.5,172
Live kinda far from the subway,0.5751409976,2021-03-26T02:09:19Z,2.4,294,,
Group run,4.6703487102,2021-03-25T22:45:50Z,8,1985,157.2,167
Evening Run,2.5133214208,2021-03-25T22:15:46Z,49,1135,161,184
Jiujitsu/grappling,0,2021-03-24T23:02:27Z,0,1800,,
Raining hard. Not vibing,3.937628027,2021-03-24T21:39:59Z,74,1823,151.9,165
Building aerobic base 🐫,8.0955320735,2021-03-23T22:57:04Z,14,3858,153.5,171
Easy miles with sis,7.3999693761000005,2021-03-21T15:04:22Z,23,3695,151.6,170
Three borough long run,16.0598305918,2021-03-20T13:17:20Z,164,7368,155.7,171
Rainy Run,6.0785618075,2021-03-18T22:54:20Z,63,2860,160.6,176
Evening Run,5.6621811004,2021-03-17T23:09:56Z,64,2625,154.2,166
New apartment has a 25Y pool 🐬,0.4545328865,2021-03-17T21:53:58Z,0,556,,
Loop segment not matching 🕳️,6.2742315354,2021-03-16T21:48:44Z,76,2770,153,168
Evening Run,3.0137114871,2021-03-15T23:36:11Z,28,1402,148.8,159
New shoes new route new views,11.6037927395,2021-03-14T19:32:14Z,55,5139,152.5,179
Forgot to take my watch,6.224024758600001,2021-03-13T20:11:44Z,76.5,2636,,
Afternoon Run,4.0361774676,2021-03-12T22:49:58Z,31,1896,153.2,166
Evening Run,4.7562221824,2021-03-11T23:52:48Z,5,2207,148.7,168
Meetup run,3.0746679822,2021-03-11T22:47:42Z,34,1366,147.5,161
Nice weather. Fitting a sunny run into my schedule,6.121560680700001,2021-03-10T20:40:26Z,85.2,2634,151.4,166
Warmdown,2.4260809324,2021-03-09T23:08:36Z,14,1195,141.6,157
Shorts weather again 😎,4.2546515112,2021-03-09T22:25:28Z,10,1804,155.4,168
Tough run in nice weather ⛅,10.1005720163,2021-03-07T19:12:59Z,119.2,4529,158.2,172
Evening Run,3.4907380038,2021-03-06T00:26:39Z,38.4,1551,155.3,168
Run with Sonam no one else showed up 😒,4.385822929300001,2021-03-04T23:14:16Z,52,2071,153.4,164
Meetup run,1.5121684656,2021-03-04T22:40:54Z,16,715,142.7,159
Reservoir run,6.2695091158,2021-03-03T23:49:32Z,50,2912,152.7,173
Legs still sore,6.5282480002000005,2021-03-03T00:12:37Z,25,2965,150.3,162
Recovery run,4.0969475513999996,2021-03-01T23:31:30Z,30,2012,153.7,178
🏁First Race🏁,13.133297456000001,2021-02-27T14:47:46Z,41,5198,153.7,167
Evening Run,1.0806884432000001,2021-02-24T23:41:08Z,5,583,156.5,170
Shakeout,3.0020918493999997,2021-02-24T23:18:45Z,24,1238,151.8,166
Nyc runners out in full force tonight,5.3042092673,2021-02-23T23:16:09Z,46,2313,140.6,157
slushy roads. hard to run almost slipped ,4.0491019844,2021-02-22T22:00:49Z,42.6,1849,156.1,173
Gps cut out but I did two laps of CP loop (no harlem hill),11.382771074799999,2021-02-21T17:47:35Z,130,5056,152.1,169
Afternoon Run,1.1999916752,2021-02-20T20:30:00Z,0,900,,
Fresh air 🌲🌲,4.8834789632,2021-02-20T19:37:53Z,74.4,2071,156,167
Running efficiency is horrible on treadmill🥵,3.0199251971,2021-02-19T21:30:25Z,0,1388,155.3,170
Rather run in the snow than in a hot apt gym with a mask. But I get to lift after and I practiced jiujitsu before my run so that's dope,4.600009513,2021-02-19T02:03:39Z,0,1920,,
Garmin stopped working for a while. Missed my favorite segment,6.4599593273,2021-02-16T23:31:45Z,50,2800,151.7,166
Lunch Run,4.193011508,2021-02-15T18:28:42Z,56.8,1880,142.7,159
Afternoon Run,1.3832961201999998,2021-02-15T18:18:24Z,8,521,143.6,161
Warmdown,1.499989594,2021-02-15T00:45:56Z,0,1200,,
Hungover long run. Ouch,9.769940507200001,2021-02-14T23:33:23Z,113,4348,161,181
Lunch Run,1.1207047356,2021-02-13T16:20:07Z,12,508,145.7,158
Evening Run,1.0795078383,2021-02-12T23:32:17Z,1,533,156.6,169
Race tomorrow morning got cancelled because of the ice,6.3923541625,2021-02-12T22:41:59Z,77,2710,153.2,168
Warmup warmdown,2.2000261626,2021-02-12T01:58:45Z,0,1860,,
Evening Run,2.9839478162,2021-02-12T01:45:59Z,29.4,1318,149,161
Missing a 1.2 mile warmup. Gps couldn't find signal,3.2295757725,2021-02-11T00:30:08Z,32,1468,153.9,175
Tried to run the reservoir again and fell down,5.9985292227,2021-02-09T23:01:33Z,48,2742,136.9,160
Evening Run,1.0440896913,2021-02-08T23:47:58Z,0,533,159.8,168
🔐 in,5.017322276600001,2021-02-08T23:10:32Z,51,2045,156.1,167
Another snow storm,1.8192500138,2021-02-07T18:21:53Z,14,978,141.4,156
Psa: reservoir loop not cleared,6.0215820868,2021-02-06T20:43:29Z,74,2618,150.3,166
Feeling hm race pace,6.4239819464,2021-02-05T23:04:31Z,70,2552,150.7,166
Time trial attempt. Wasn't feeling it,1.0890769517,2021-02-04T22:59:58Z,14,386,145.6,165
Evening Run,2.999979188,2021-02-04T22:56:04Z,0,1800,,
Winter wonderland,4.5849723348,2021-02-04T00:10:09Z,42,1974,147.9,175
Couldn't make it to central park without slipping and getting wet,1.703799282,2021-02-02T22:40:08Z,10,964,146.8,167
Afternoon Run,3.0112260031000004,2021-01-31T22:54:53Z,35,1490,153.8,166
Snowy struggle 🤕,10.005315842,2021-01-31T21:34:48Z,136,4309,166,198
Evening Run 🌿,4.2012757423,2021-01-30T23:20:12Z,34,1833,140.7,172
So brick 🧊,6.4273994869,2021-01-29T22:40:28Z,61,2895,152.7,175
Night Run,2.0133041770999998,2021-01-28T02:17:41Z,5,923,156.7,170
Some speed work,4.0321385561000005,2021-01-28T01:45:38Z,8,1628,154.5,166
Legs feel fine but I ate too much before running,6.5012804988,2021-01-27T00:45:01Z,72,2724,145.6,165
Evening Run,4.1525602559,2021-01-26T00:14:00Z,30,1934,143.9,162
Afternoon Run,1.3737270068,2021-01-24T21:44:46Z,16,649,156.2,165
Long run 🐫🐫,11.010631982900001,2021-01-24T20:15:27Z,23,4921,157.5,170
Warm down,1.1425769948,2021-01-23T22:54:03Z,7,577,150.8,164
Car almost hit me,7.0082570977000005,2021-01-23T22:01:48Z,76,2922,150.7,168
Evening Run,4.0714713404,2021-01-22T00:30:27Z,34,1826,149,169
Evening Run,5.2295826102000005,2021-01-20T23:43:37Z,49,2272,153.8,166
Needed my gloves tonight,6.758652367,2021-01-20T00:36:45Z,75,2983,155.3,182
Shakeout 🕺🪅,3.9350804059,2021-01-18T23:57:01Z,24,1857,152,164
Long run part 2/2. 11 miles total,7.024723429200001,2021-01-17T19:22:24Z,9,3141,150.9,164
Long run part 1. Watch lost gps signal,4.4444803517,2021-01-17T18:46:52Z,10,2011,152.8,164
E-Z warm down,1.1775601821,2021-01-17T01:34:20Z,8,588,131.7,145
Evening Run,6.4767984813999995,2021-01-17T00:36:00Z,74,2822,152.6,166
Uphill/downhill repeats,5.0228524785,2021-01-14T23:19:08Z,84,2355,155.6,172
Evening Run,1.0776437253,2021-01-14T00:48:58Z,4,556,165.4,179
Satellites HATE Manhattan 😡🛰️🤬,6.3287257721,2021-01-14T00:00:22Z,74,2705,156.6,172
Evening Run,3.8065808831,2021-01-11T23:12:03Z,33,1863,153.7,181
🐫 Long run 🐫,12.604448597900001,2021-01-10T21:42:44Z,18,5531,160.5,185
Afternoon Swim,0.5681816424,2021-01-09T20:34:52Z,0,727,,
Afternoon Run,4.4368374884,2021-01-09T19:42:14Z,44,2077,151.3,167
Evening Run,4.7289439955,2021-01-08T23:48:26Z,47,2212,153.8,164
Warmup,1.184954497,2021-01-08T23:37:10Z,5,585,148.1,165
Rest days are hard,7.2136823503,2021-01-07T23:17:47Z,55,3299,153.3,168
Evening Run,1.0702494104,2021-01-07T23:06:07Z,9,546,134.7,146
Evening Run,1.4701016489,2021-01-06T00:38:44Z,2,773,134.4,154
5 200s.,0.5681816424,2021-01-05T23:52:56Z,0,713,,
Treadmill run...had to do it with a mask,2.3000047565,2021-01-05T23:23:54Z,0,1202,,
Warmup run,1.5873543566,2021-01-05T22:42:36Z,14,779,146.3,158
Tough weather. Cold rainy windy snow showers,13.1887858863,2021-01-03T21:16:12Z,117,5999,162.3,185
Shout-out to the guy who tried to race me when I tried to pass him,5.752466306700001,2021-01-03T01:22:58Z,50,2565,161.8,190
Evening Run,4.0063516596,2021-01-01T23:21:51Z,39,2036,153.1,174
🥳 Last run of 2020 🥳,6.201717539700001,2020-12-31T19:23:33Z,83.8,2429,166.7,183
Warmup,1.3256328914000002,2020-12-31T19:11:50Z,7,526,151.1,163
Afternoon Run in NYC,6.5410482428,2020-12-30T22:16:05Z,51,2957,152.8,172
Legs feel like jelly,6.215574113,2020-12-29T15:47:14Z,11,3009,159.4,176
Got my 40 miles in,4.3171614338,2020-12-27T17:29:52Z,27,2005,141.3,162
I'm taking my talents to south beach!,7.0048395572,2020-12-26T20:35:53Z,17,3295,156.4,176
Saving money on the Uber by running closer home,3.0281894314,2020-12-25T18:58:37Z,8,1517,153.3,168
So nice out,11.257378407000001,2020-12-25T16:42:39Z,41,5291,157.5,174
💢5k hard effort💢,3.1089055243000003,2020-12-23T22:37:45Z,32.4,1139,149.4,171
Warmup,1.1999916752,2020-12-23T22:30:33Z,0,600,,
Warm down,1.1000130813,2020-12-23T00:37:32Z,0,600,,
Hate getting passed while I run,5.3217319295,2020-12-22T23:59:31Z,35,2287,152.5,166
40s feel warm now 😎,4.0122546841,2020-12-21T23:10:03Z,29,1914,158.8,176
Sunday long run,11.8282940818,2020-12-20T21:59:59Z,121,5332,156.1,185
Ankle sore...taking it easy,5.2160988595,2020-12-19T20:22:46Z,46,2577,140.1,162
Warmup,1.1000130813,2020-12-18T22:27:04Z,0,608,,
🌨️ Dodging ice patches 🧊,5.4642122998,2020-12-18T22:21:12Z,68.6,2373,162,185
First time running in snow,6.0057371263,2020-12-17T21:24:36Z,60,3044,153.5,176
Some extra miles because it might snow storm tomorrow,8.107027437,2020-12-15T22:52:36Z,24,3587,155.5,173
Didn't feel the best before the run but feel better after getting a run in,5.1363148231,2020-12-15T00:15:22Z,61.4,2378,157.6,180
Lap and a half around Roosevelt Island,4.5107806374,2020-12-13T21:20:58Z,10,2144,174.2,192
Long run part 1 ended up at some parking lot. Need to find the loop,4.0318900077,2020-12-13T20:40:52Z,49,1934,154.2,169
warmdown,0.9999723503,2020-12-12T21:40:00Z,0,600,,
💢 Tempo run 💢,6.3890608962,2020-12-12T20:29:07Z,73,2628,160.3,181
